,Date,Company,Position,keyword,Location,Job Link,Actively Hiring?,CTC Range,Posting Time,Experience,Start Date,JD
538,2023-Jul-31,Technopix Infotech LLP,Junior Web Developer,Web,Gandhinagar,https://internshala.com/job/detail/junior-web-developer-fresher-jobs-in-gandhinagar-at-technopix-infotech-llp1689331063,No Info,"₹ 2,00,000 - 2,50,000                                

                                ₹ 2,00,000 - 2,50,000 /year",1 week ago,Job,Starts Immediately,"Junior Web Developer 


                        Technopix Infotech LLP                    










Gandhinagar 







                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 2,00,000 - 2,50,000                                

                                ₹ 2,00,000 - 2,50,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











122 applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About Technopix Infotech LLP                

        We are a leading provider of website and software development, mobile application, and consulting services dedicated to small to all sized enterprises.    

Activity on Internshala



Hiring since August 2021



5 opportunities posted



About the job

    Key responsibilities:

1. Work on .NET languages like C# & SQL Server
2. Upgrade, configure, and debug existing systems
3. Provide technical support for web, desktop, or mobile applications
Skill(s) required

ASP.NET
C#.NET
CSS
HTML
JavaScript
jQuery
MS SQL Server
MySQL
PHP


Earn certifications in these skills


Learn PHP


Learn MySQL


Learn HTML


Learn CSS


Learn Node.JS using Javascript


Learn Software Testing using Javascript


Learn MS SQL Server



Who can apply


                        1.  Those who are from or open to relocate to Gandhinagar                    

                        2. Computer science postgraduates preferred                    

                        3. Basic knowledge of PHP will be good                    

Salary

Probation:

Duration: 3 months

        Salary during probation: ₹10,000 /month   
    
After probation:


Annual CTC: ₹ 2,00,000 - 2,50,000 /year
Annual CTC breakup:
1. Fixed component: 80%
2. Variable component: 15%
3. Other incentives: 5%

Number of openings

        3    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
539,2023-Jul-31,Codxegy Private Limited,Shopify App Developer,Web,Delhi,https://internshala.com/job/detail/shopify-app-developer-fresher-jobs-in-delhi-at-codxegy-private-limited1689329468,No Info,"₹ 2,40,000 - 3,60,000                                

                                ₹ 2,40,000 - 3,60,000 /year",1 week ago,Job,Starts Immediately,"Shopify App Developer 


                        Codxegy Private Limited                    










Delhi 







                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 2,40,000 - 3,60,000                                

                                ₹ 2,40,000 - 3,60,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











129 applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About Codxegy Private Limited                

        We are CodXegy Private Limited. We are experts in designing and developing your dream website and apps.

We specialize in brand identity, graphic design, UI/UX design, e-commerce, CRM, CMS, Shopify, WordPress, mobile app development, native apps for iOS & Android in React Native, and custom website development.

Languages: HTML/CSS, React, Next.js, JavaScript, Bootstrap, jQuery, MongoDB, SQL, PHP, Node.js, and React Native    

Activity on Internshala



Hiring since June 2023



2 opportunities posted



About the job

    Key responsibilities: 

1. Work on the Shopify app platform for building applications using MERN
2. Work closely with Team Lead to perform tasks
Skill(s) required

CSS
Next.js
Node.js
ReactJS
Tailwind CSS


Earn certifications in these skills


Learn CSS


Learn Node.JS


Learn ReactJS



Salary

Probation:

Duration: 3 months

        Salary during probation: ₹17,000 /month   
    
After probation:


Annual CTC: ₹ 2,40,000 - 3,60,000 /year
Annual CTC breakup:
1. Fixed component: 85%
2. Variable component: 15%

Number of openings

        2    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
540,2023-Jul-31,RacknSell Online Services Private Limited,Purchase Executive,Web,Gautam Buddha Nagar,https://internshala.com/job/detail/purchase-executive-fresher-jobs-in-gautam-buddha-nagar-at-racknsell-online-services-private-limited1689915761,No Info,"₹ 2,00,000 - 3,00,000                                

                                ₹ 2,00,000 - 3,00,000 /year",1 week ago,Job,Starts Immediately,"Purchase Executive 


                        RacknSell Online Services Private Limited                    










Gautam Buddha Nagar 







                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 2,00,000 - 3,00,000                                

                                ₹ 2,00,000 - 3,00,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











37 applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About RacknSell Online Services Private Limited                

Website 


        RacknSell Online Services Private Limited is a source-to-pay platform for supplies & services required in an office/building. We help buyers in creating efficiency, reducing costs, and minimize financial & compliance risks in their procurement process through a mix of e-commerce, smart workflow & intelligent tools. Our clients include medium to large size organizations across India.    

Activity on Internshala



Hiring since December 2017



81 opportunities posted



18 candidates hired



About the job

    The goal is to provide superior customer service thru the platform to increase customer lifetime cost and wallet size. The key deliverables are competitive prices, error-free & timely order execution.

Key responsibilities:

1. Responsible for supplier development, price discovery, negotiations of prices, payment and contract terms
2. Develop new suppliers and manage existing suppliers to achieve better pricing & timely delivery
3. Ensure timely response to purchase requisitions & resolve all customer queries
4. Ensure error-free order execution and resolve customer escalation
Skill(s) required

MS-Excel


Earn certifications in these skills


Learn MS-Excel


Learn Business Communication


Learn Web Development


Learn Git & Github



Who can apply


                        1.  Those who are from or open to relocate to Gautam Buddha Nagar and neighboring cities                    

                        2. Only Engineering graduates with a flair for procurement & negotiations for technical and non-technical products                    

Salary

Probation:

Duration: 3 months

        Salary during probation: ₹10,000 - 25,000 /month   
    
After probation:


Annual CTC: ₹ 2,00,000 - 3,00,000 /year 

Perks

Informal dress code

Number of openings

        1    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
541,2023-Jul-31,CyberoiSystems,Full Stack Developer,Web,Mohali,https://internshala.com/job/detail/full-stack-developer-fresher-jobs-in-mohali-at-cyberoisystems1689321490,No Info,"₹ 2,00,000                                

                                ₹ 2,00,000 /year",1 week ago,Job,Starts Immediately,"Full Stack Developer 


                        CyberoiSystems                    










Mohali 







                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 2,00,000                                

                                ₹ 2,00,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











166 applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About CyberoiSystems                

        CyberoiSystems is gearing up for a revolutionary change in the industry, which is rapidly adopting the trend of cloud computing. The concept is to help clients migrate and develop optimal solutions to achieve maximum performance and conquer their vision. We specialize in delivering IT security and cloud solutions to meet the need of our clients. Our experience provides practical and innovative insights to help you maintain the best model for the growth of your business and flexibility.    

Activity on Internshala



Hiring since March 2021



55 opportunities posted



12 candidates hired



About the job

    We are seeking a highly motivated software development intern to join our team. The intern will have the opportunity to work on real-world projects and learn from experienced software engineers while gaining hands-on experience in the MERN stack (MongoDB, Express, React, and Node.js).

Key responsibilities:

1. Collaborate with the development team to understand project requirements and contribute to the design and development of software solutions
2. Write clean, maintainable, and efficient code
3. Test and debug code to ensure it meets requirements and performs as expected
4. Contribute to the continuous improvement of the development process

Requirements:

1. Currently enrolled or have completed a computer science or related degree program
2. Familiarity with the MERN stack and experience with at least one of the technologies (MongoDB, Express, React, Node.js)
3. Strong problem-solving skills and attention to detail
4. Good communication skills and the ability to work well in a team environment

Good to have:

1. Experience with AWS Cloud
2. Experience with NextJS
3. Knowledge of software development best practices, including version control and agile development methodologies
4. We are an equal opportunity employer and welcome applicants from all backgrounds to apply
5. Should have the ability to commute/relocate: Phase 8b Mohali, Mohali - 160055, Punjab: Reliably commute or planning to relocate before starting work (Required)
Skill(s) required

HTML
JavaScript
MongoDB
MySQL
Node.js
ReactJS


Earn certifications in these skills


Learn MySQL


Learn HTML


Learn Node.JS using Javascript


Learn Software Testing using Javascript


Learn Node.JS


Learn ReactJS



Who can apply


                        1. Bachelor's (Preferred)                    

Salary

Probation:

Duration: 6 months

        Salary during probation: ₹10,000 - 16,000 /month   
    
After probation:


Annual CTC: ₹ 2,00,000 /year
Annual CTC breakup:
1. Fixed component: 80%
2. Variable component: 20%

Number of openings

        2    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
542,2023-Jul-31,Tongadive Limited,Full Stack Developer,Web,Work from home,https://internshala.com/job/detail/remote-full-stack-developer-fresher-jobs-at-tongadive-limited1689669124,No Info,"₹ 2,00,000 - 3,00,000                                

                                ₹ 2,00,000 - 3,00,000 /year",1 week ago,Job,Starts Immediately,"Full Stack Developer 


                        Tongadive Limited                    










Work from home








                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 2,00,000 - 3,00,000                                

                                ₹ 2,00,000 - 3,00,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











1000+ applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About Tongadive Limited                

Website 


        Tongadive Limited is a technology startup focusing on solving business problems through software products based on data orchestration. Our flagship product, TraceKen, aims to unlock the value of data that is already resident in pharmaceutical systems. Starting with creating a traceability trail that is inherently trustworthy, utilizing the latest developments within blockchain technology, TraceKen aims to be the 'plug and play' forward tracking and backward traceability product of choice for manufacturers and their supply chain partners, providing transparency and trust right through the journey of the product.    

Activity on Internshala



Hiring since October 2020



23 opportunities posted



6 candidates hired



About the job

    Key responsibilities: 

1. Required Technical Skill Set- Java, Spring Boot, Angular/React, RESTful APIs, SQL Node JS
2.     Strong experience as a Full Stack Java Developer
3.     Experience in building the APIs using Node JS
4.     Strong Experience with Java and Spring boot
5.     Experience with AWS
6.     Good experience in Docker, Kubernetes
7.     Hands-on experience in Linux
Skill(s) required

Java
ReactJS
REST API


Earn certifications in these skills


Learn Java


Learn Voice App Development


Learn ReactJS



Salary

Probation:

Duration: 5 months

        Salary during probation: ₹12,000 - 15,000 /month   
    
After probation:


Annual CTC: ₹ 2,00,000 - 3,00,000 /year
Annual CTC breakup:
1. Fixed component: 80%
2. Variable component: 20%

Number of openings

        2    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
543,2023-Jul-31,IVY Computer Education,IT Trainer,Web,Bangalore,https://internshala.com/job/detail/it-trainer-fresher-jobs-in-bangalore-at-ivy-computer-education1689249842,No Info,"₹ 2,00,000 - 3,00,000                                

                                ₹ 2,00,000 - 3,00,000 /year",1 week ago,Job,Starts Immediately,"IT Trainer 


                        IVY Computer Education                    










Bangalore 







                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 2,00,000 - 3,00,000                                

                                ₹ 2,00,000 - 3,00,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











114 applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About IVY Computer Education                

Website 


        A premier IT and non-IT training institute offering a wide array of courses in the domains of programming, software development and testing, hardware and networking, graphic designing, 2D and 3D animation, VFX, digital marketing, language training, etc.    

Activity on Internshala



Hiring since April 2023



4 opportunities posted



About the job

    Key responsibilities: 

1. Handle the candidates
2. Train the candidates
3. Assess the candidates
Skill(s) required

C++ Programming
C Programming
Java
Python


Earn certifications in these skills


Learn Java


Learn Voice App Development


Learn Python


Learn C Programming


Learn C++ Programming



Who can apply


                        1.  Those who are from or open to relocate to Bangalore                    

Salary

Probation:

Duration: 3 months

        Salary during probation: ₹10,000 - 15,000 /month   
    
After probation:


Annual CTC: ₹ 2,00,000 - 3,00,000 /year
Annual CTC breakup:
1. Fixed component: 80%
2. Variable component: 15%
3. Other incentives: 5%

Number of openings

        5    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
544,2023-Jul-31,Specter And Bond Pvt Ltd,Backend Developer,Web,Hyderabad,https://internshala.com/job/detail/backend-developer-fresher-jobs-in-hyderabad-at-specter-and-bond-pvt-ltd1689248330,No Info,"₹ 3,00,000 - 4,00,000                                

                                ₹ 3,00,000 - 4,00,000 /year",1 week ago,Job,Starts Immediately,"Backend Developer 


                        Specter And Bond Pvt Ltd                    









Hyderabad 







                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 3,00,000 - 4,00,000                                

                                ₹ 3,00,000 - 4,00,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











358 applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About Specter And Bond Pvt Ltd                

        We are a team of ex-Amazon, Google and Meta executives who make a bigger impact in the e-commerce industry via thought leadership and client servicing. A proven leader in the industry that believes in providing end-to-end advertising solutions for your business growth across multiple channels.



Activity on Internshala



Hiring since May 2023



2 opportunities posted



About the job

    Responsibilities:

1. Support in developing RESTful APIs and writing unit tests.
2. Contact with customers or partners' development team at every project stage.
3. Strengthening your skills by using the knowledge of our experts and sharing it with teammates.
4. We are following all defined ways of working, coding standards, and procedures.  

 Required Skills:

1. Java, Spring, Spring Boot, Spring MVC
2. Familiarity with relational databases (e.g. MySQL, Postgresql)
3. Development tools (Maven, Jenkins, Eclipse), exposure to UI development
4. RESTful API, Git flow
5. Exposure to agile methodologies such as CI/CD, Applicant Resiliency, and Security
6. Good to have knowledge of multiple front-end languages and libraries (e.g. HTML/CSS, JavaScript, ReactJS, NodeJS)
Skill(s) required

Java
Spring MVC


Earn certifications in these skills


Learn Java


Learn Voice App Development


Learn Web Development


Learn Data Structures & Algorithms


Learn Git & Github



Salary

Probation:

Duration: 

        Salary during probation:    
    
After probation:


Annual CTC: ₹ 3,00,000 - 4,00,000 /year
Annual CTC breakup:
1. Fixed component: 90%
2. Variable component: 10%

Perks

5 days a week

Additional Information

1. You are the perfect candidate for it if you are the kind of person who is looking for projects where they can show their skills and prove themselves in more difficult tasks, not only repetitive ones, have knowledge of frontend technologies and commitment, willingness to acquire and share knowledge. Someone open to new projects and not afraid of deadlines and most importantly someone who wants to have a real impact on the project and wants to expand and build teams.
2. You are an ideal candidate if you are:
a. Skilled in and enthusiastic about Java
b. Expertise in writing RESTful APIs
c. Proactive and flexible in performing tasks

Number of openings

        1    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
545,2023-Jul-31,SEDOTS Info Technologies Private Limited,Junior Node.js Developer,Web,Hyderabad,https://internshala.com/job/detail/junior-nodejs-developer-fresher-jobs-in-hyderabad-at-sedots-info-technologies-private-limited1689246951,No Info,"₹ 2,00,000 - 3,50,000                                

                                ₹ 2,00,000 - 3,50,000 /year",1 week ago,Job,Starts Immediately,"Junior Node.js Developer 


                        SEDOTS Info Technologies Private Limited                    









Hyderabad 







                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 2,00,000 - 3,50,000                                

                                ₹ 2,00,000 - 3,50,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











245 applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About SEDOTS Info Technologies Private Limited                

Website 


        SEDOTS founded by IIT & IIM alumni is a young, professionally managed company with a highly skilled and experienced team of associates and projects on a turnkey basis all over India and worldwide.    

Activity on Internshala



Hiring since January 2019



13 opportunities posted



About the job

    Key responsibilities: 

1. Developing and maintaining all server-side network components
2. Ensuring optimal performance of the central database and responsiveness to front-end requests
3. Collaborating with front-end developers on the integration of elements
4. Designing customer-facing UI and back-end services for various business processes
5. Developing high-performance applications by writing testable, reusable, and efficient code
6. Implementing effective security protocols, data protection measures, and storage solutions
7. Running diagnostic tests, repairing defects, and providing technical support
8. Documenting Node.js processes, including database schemas and preparing reports
9. Recommending and implementing improvements to processes and technologies
10. Keeping informed of advancements in the field of Node.js development
Skill(s) required

Express.js
HTML
JavaScript
MySQL
Node.js
ReactJS
REST API


Earn certifications in these skills


Learn MySQL


Learn HTML


Learn Node.JS using Javascript


Learn Software Testing using Javascript


Learn Node.JS


Learn ReactJS



Who can apply


                        1.  Those who are from or open to relocate to Hyderabad and neighboring cities                    

                        2. Bachelor's degree in computer science, or similar                    

                        3. 0-2 years experience as a Node.js developer                    

                        4. Extensive knowledge of JavaScript, web stacks, libraries, and frameworks                    

                        5. Knowledge of front-end technologies such as HTML5 and CSS3                    

                        6. Superb interpersonal, communication, and collaboration skills                    

                        7. Exceptional analytical and problem-solving aptitude                    

                        8. Organizational and time management skills                    

                        9. Proficient understanding of code versioning tools, such as Git                    

                        10. Availability to resolve urgent web application issues outside of business hours                    

Salary

Probation:

Duration: 

        Salary during probation:    
    
After probation:


Annual CTC: ₹ 2,00,000 - 3,50,000 /year
Annual CTC breakup:
1. Fixed component: 80%
2. Variable component: 15%
3. Other incentives: 5%

Number of openings

        4    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
546,2023-Jul-31,Nexus Software Solutions,Full Stack Developer,Web,Work from home,https://internshala.com/job/detail/remote-full-stack-developer-fresher-jobs-at-nexus-software-solutions1689240267,No Info,"₹ 2,00,000                                

                                ₹ 2,00,000 /year",1 week ago,Job,Starts Immediately,"Full Stack Developer 


                        Nexus Software Solutions                    










Work from home








                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 2,00,000                                

                                ₹ 2,00,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











969 applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About Nexus Software Solutions                

        We transform businesses with adaptable and powerful digital solutions that meet today's needs and open up new opportunities for tomorrow. Our industry knowledge and the most recent IT advances allow us to create tailor-made custom solutions according to the needs of our users.    

Activity on Internshala



Hiring since November 2022



8 opportunities posted



About the job

    Key responsibilities: 

1. Work on Basic Backend tasks
2. Work on Frontend UI and Functionality tasks
Skill(s) required

CSS
HTML
JavaScript
MongoDB
Node.js
ReactJS


Earn certifications in these skills


Learn HTML


Learn CSS


Learn Node.JS using Javascript


Learn Software Testing using Javascript


Learn Node.JS


Learn ReactJS



Salary

Probation:

Duration: 3 months

        Salary during probation: ₹10,000 - 15,000 /month   
    
After probation:


Annual CTC: ₹ 2,00,000 /year 

Number of openings

        2    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
547,2023-Jul-31,Brainly Academy,Technical Customer Support Trainee,Web,Indore,https://internshala.com/job/detail/technical-customer-support-trainee-fresher-jobs-in-indore-at-brainly-academy1689667075,No Info,"₹ 2,00,000 - 2,10,000                                

                                ₹ 2,00,000 - 2,10,000 /year",1 week ago,Job,Starts Immediately,"Technical Customer Support Trainee 


                        Brainly Academy                    









Indore 







                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 2,00,000 - 2,10,000                                

                                ₹ 2,00,000 - 2,10,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











Be an early applicant




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About Brainly Academy                

Website 


        Brainly Academy is the leading organization in IT & education technology that provides staffing solutions and academic solutions to the IT Industry and academics. Brainly Academy focuses on the growth of organizational institutions by providing the best IT solutions and resources.    

Activity on Internshala



Hiring since July 2023



2 opportunities posted



About the job

    Key responsibilities:

1. Help them understand the product - Commercial / Home Automation.
2. Always be responsive and never decline connect request.
3. Ticket creation and management.
4. Process milestones for the clients and employees to work toward
5. Assist customers with setting up and navigating software and hardware devices like
6. Touch screen panel, wifi networking, CCTV, sensors, video door phone and more
7. Promote the value of the product
8. Upsell services and products with the brand image
9. Promote value through customer experience
10. Assist in creating training courses and educational materials for dealers, OEMs and Designers.
11. Review customer complaints and concerns and seek to improve the customer experience
12. Establish clear client retention goals
13. Testing of product and identifying bugs and reporting to R&D team
14. Learning to write automated test and onboarding scripts.
Skill(s) required

American English
Effective Communication


Earn certifications in these skills


Learn Web Development


Learn Git & Github



Who can apply


                        1.  Those who are from or open to relocate to Indore                    

Salary

Probation:

Duration: 6 months

        Salary during probation: ₹10,000 - 14,000 /month   
    
After probation:


Annual CTC: ₹ 2,00,000 - 2,10,000 /year 

Number of openings

        1    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
548,2023-Jul-31,TopBar Company,Front End Developer,Web,Work from home,https://internshala.com/job/detail/remote-front-end-developer-fresher-jobs-at-topbar-company1689582870,No Info,"₹ 3,00,000 - 4,00,000                                

                                ₹ 3,00,000 - 4,00,000 /year",1 week ago,Job,Starts Immediately,"Front End Developer 


                        TopBar Company                    










Work from home








                                    Start date
                                


Starts Immediately
                            




CTC (ANNUAL)



                                    ₹ 3,00,000 - 4,00,000                                

                                ₹ 3,00,000 - 4,00,000 /year                            






                                    Experience
                                

0-2 years
0-2 years experience






Apply By

17 Aug' 23







Posted 2 weeks ago




Job











1000+ applicants




 



Share on WhatsApp
                                



Share on LinkedIn
                                



Share on Facebook
                                



Share on Twitter
                                



Copy link
                                








                    About TopBar Company                

Website 


        We're a design, development and marketing firm that helps brands businesses and startups with their online presence. We create strong brand identities, seamless user experiences across platforms, and effective marketing strategies for advanced CRO. Industry-specific research and expertise in the digital domain enable us to catalyse your orgainsation's growth.    

Activity on Internshala



Hiring since July 2023



2 opportunities posted



About the job

    Key responsibilities: 

1. Website development: Creating responsive layouts, optimizing web performance, and ensuring cross-browser compatibility.
2. UI/UX design implementation: Translating design mockups into code, paying attention to details, and creating interactive elements.
3. Bug fixing and troubleshooting: Debugging code, identifying and resolving issues, and collaborating with team members for problem-solving.
Skill(s) required

Bootstrap
CSS
HTML
JavaScript
Next.js
ReactJS
Redux
REST API


Earn certifications in these skills


Learn HTML


Learn CSS


Learn Node.JS using Javascript


Learn Software Testing using Javascript


Learn Bootstrap


Learn ReactJS



Who can apply


                        1. Only 6+ months experienced individuals should apply                    

Salary

Probation:

Duration: 

        Salary during probation:    
    
After probation:


Annual CTC: ₹ 3,00,000 - 4,00,000 /year
Annual CTC breakup:
1. Fixed component: 80%
2. Variable component: 20%

Perks

5 days a week

Number of openings

        2    




                        Apply now
                    







Additional Questions

×




Close









Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login













Sign up to continue









                    Sign up/ Login with Google
                





OR









Email



Password





First Name





Last Name





                By signing up, you agree to our Terms and Conditions.
            
Sign up

Already registered?
                            Login"
